voca_type,unique_id,day,day_no,word,meaning,english_meaning,pos,theme,theme_ko,priority_score,priority_band,rating,example,translation,paraphrase,paraphrase_translation,question,question_ko,collocation,collocations_json,collocations_ko_json,synonym_used,synonyms_json,phrase,memory_ko,icon,background,original_day,original_no,dataset_version,app_ready,QC2_Status,QC2_Score,QC2_Grade,pattern_recommended,pattern_ko_recommended,QC_Score,QC_Grade,QC_Issues,QC_Status,pattern_candidate_1,pattern_ko_candidate_1,pattern_candidate_2,pattern_ko_candidate_2,pattern_candidate_3,pattern_ko_candidate_3,generation_task,pattern_category,generation_word_sense,generation_context,generation_length_target,generation_structure,QC2_Issue,practice_sentence_ids,practice_sentences_en,practice_sentences_ko,practice_sentence_types,practice_situations,practice_review_words,record_type,practice_id,practice_order,practice_type,practice_situation,practice_sentence_en,practice_sentence_ko,practice_target_words,practice_target_word_meanings,practice_target_patterns,practice_pattern_meanings,practice_opic_level,practice_active,practice_extra_patterns,practice_extra_pattern_meanings,practice_extra_pattern_surfaces,practice_target_word_ko_surfaces,practice_target_pattern_ko_surfaces,practice_extra_pattern_ko_surfaces,practice_target_pattern_ko_segments,practice_extra_pattern_ko_segments,practice_patterns
PRACTICE_READING,P_D11_08,11,8,,,,,OPIC AL Practical Reading,OPIC AL 실전 리딩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACTICE_READING,P_D11_08,8,story,가족과 함께 오래된 시골집을 리모델링한 경험,"That's when I realized how much I had taken my family’s help for granted. My wife was mainly responsible for choosing the interior materials, I was in charge of repairs, and the kids helped ornament the rooms with small pictures and plants. Each person had an important role to play.","그때 저는 가족의 도움을 얼마나 당연하게 여겨 왔는지 깨달았습니다. 아내는 주로 인테리어 자재 선택을 담당했고, 저는 수리를 맡았으며, 아이들은 작은 그림과 식물로 방을 꾸미는 일을 도왔습니다. 각자 중요한 역할이 있었습니다.","[""ornament""]","[""장식하다""]","[""have an important role to play"", ""be mainly responsible for"", ""be in charge of"", ""take something for granted"", ""That's when I realized...""]","[""중요한 역할을 하다"", ""주로 ~을 담당하다"", ""~을 담당하다"", ""~을 당연하게 여기다"", ""그때 비로소 ~을 깨달았다""]",AL,YES,[],[],[],"[""방을 꾸미는""]","[""중요한 역할이"", ""주로 인테리어 자재 선택을 담당했고"", ""담당했고"", ""당연하게"", ""그때""]",[],"[[""중요한 역할이""], [""주로 인테리어 자재 선택을 담당했고""], [""담당했고""], [""당연하게""], [""그때""]]",[],
PRACTICE_READING,P_D11_09,11,9,,,,,OPIC AL Practical Reading,OPIC AL 실전 리딩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACTICE_READING,P_D11_09,9,story,가족과 함께 오래된 시골집을 리모델링한 경험,"By the time we finished, the change was marvelous. The renovation had a profound impact on how we used the house, and the time we spent there began to rise steadily. More importantly, working together contributed significantly to making us feel closer as a family.","공사가 끝났을 때 변화는 정말 놀라웠습니다. 리모델링을 하고 나니 우리가 그 집을 이용하는 방식이 크게 달라졌고, 그곳에서 보내는 시간도 꾸준히 늘었습니다. 무엇보다 함께 일한 경험 덕분에 가족 사이가 훨씬 가까워졌습니다.","[""marvelous""]","[""놀라운""]","[""contribute significantly to"", ""rise steadily"", ""have a profound impact on""]","[""~에 크게 기여하다/영향을 주다"", ""꾸준히 증가하다"", ""~에 지대한 영향을 미치다""]",AL,YES,"[""by the time ~"", ""more importantly""]","[""~할 때쯤에는"", ""더 중요하게는""]","[""By the time"", ""More importantly""]","[""놀라웠습니다""]","["""", ""꾸준히"", """"]","[""공사가 끝났을 때"", """"]","[[], [""꾸준히""], []]","[[""공사가 끝났을 때""], []]",
PRACTICE_READING,P_D11_10,11,10,,,,,OPIC AL Practical Reading,OPIC AL 실전 리딩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRACTICE_READING,P_D11_10,10,story,가족과 함께 오래된 시골집을 리모델링한 경험,"I learned from my mistakes, especially my unrealistic budget and schedule. Renovating an old house has both benefits and drawbacks, but for us, preserving a meaningful family space was no longer a choice but a necessity. In the end, the experience taught me that the people who share a home matter much more than how luxurious the home looks.","특히 비현실적으로 잡았던 예산과 일정 같은 실수에서 많은 것을 배웠습니다. 오래된 집을 고치는 데는 장단점이 있지만, 우리에게 의미 있는 가족 공간을 지키는 것은 더 이상 선택이 아니라 꼭 필요한 일이었습니다. 결국 집이 얼마나 호화로워 보이느냐보다 그 집을 함께하는 사람들이 훨씬 더 중요하다는 것을 배웠습니다.","[""matter""]","[""1. 물질 / 2. 사안""]","[""no longer a choice but a necessity"", ""benefits and drawbacks"", ""learn from my mistakes""]","[""더 이상 선택이 아니라 필수"", ""장점과 단점"", ""실수에서 배우다""]",AL,YES,"[""in the end""]","[""결국""]","[""In the end""]","[""더 중요""]","[""더 이상 선택이 아니라"", ""장단점이"", ""실수에서""]","[""결국""]","[[""더 이상 선택이 아니라""], [""장단점이""], [""실수에서""]]","[[""결국""]]",
MY_CLASS,MC_L01_C01,0,1,English feels like the last big challenge in my life.,영어는 내 인생의 마지막 큰 과제처럼 느껴진다.,,,,,,,,English feels like the last big challenge in my life.,영어는 내 인생의 마지막 큰 과제처럼 느껴진다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C01,1,correction,MY 수업 1 · 핵심 교정,English feels like the last big challenge in my life.,영어는 내 인생의 마지막 큰 과제처럼 느껴진다.,,,homework보다 challenge가 자연스럽다.,English is my last homework in my life.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C02,0,2,One of my biggest goals is to become fluent in English.,내 가장 큰 목표 중 하나는 영어를 유창하게 하는 것이다.,,,,,,,,One of my biggest goals is to become fluent in English.,내 가장 큰 목표 중 하나는 영어를 유창하게 하는 것이다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C02,2,correction,MY 수업 1 · 핵심 교정,One of my biggest goals is to become fluent in English.,내 가장 큰 목표 중 하나는 영어를 유창하게 하는 것이다.,,,one of my biggest goals is to ~ 를 통째로 자동화.,My bucket is to conquer English.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C03,0,3,I made up my mind to study English seriously.,영어를 진지하게 공부하기로 마음먹었다.,,,,,,,,I made up my mind to study English seriously.,영어를 진지하게 공부하기로 마음먹었다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C03,3,correction,MY 수업 1 · 핵심 교정,I made up my mind to study English seriously.,영어를 진지하게 공부하기로 마음먹었다.,,,make up my mind to + 동사,I made mind to start English.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C04,0,4,I signed up for an English academy in Gangnam.,강남의 영어 학원에 등록했다.,,,,,,,,I signed up for an English academy in Gangnam.,강남의 영어 학원에 등록했다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C04,4,correction,MY 수업 1 · 핵심 교정,I signed up for an English academy in Gangnam.,강남의 영어 학원에 등록했다.,,,sign up for ~ / enroll in ~,I sign off for their English academy.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C05,0,5,I've been studying there for 38 months now.,그곳에서 38개월째 공부하고 있다.,,,,,,,,I've been studying there for 38 months now.,그곳에서 38개월째 공부하고 있다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C05,5,correction,MY 수업 1 · 핵심 교정,I've been studying there for 38 months now.,그곳에서 38개월째 공부하고 있다.,,,have been ~ing for + 기간,Thirty-eight months until now.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C06,0,6,I still have a long way to go.,아직 갈 길이 멀다.,,,,,,,,I still have a long way to go.,아직 갈 길이 멀다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C06,6,correction,MY 수업 1 · 핵심 교정,I still have a long way to go.,아직 갈 길이 멀다.,,,부족함을 자연스럽게 말하는 핵심 문장.,I'm still hungry.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C07,0,7,I had a little too much to drink.,어제는 술을 조금 과하게 마셨다.,,,,,,,,I had a little too much to drink.,어제는 술을 조금 과하게 마셨다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C07,7,correction,MY 수업 1 · 핵심 교정,I had a little too much to drink.,어제는 술을 조금 과하게 마셨다.,,,drink–drank–drunk 구별. 회화에서는 have too much to drink가 자연스럽다.,I drunk much.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C08,0,8,My team has three main functions.,우리 팀은 세 가지 주요 기능을 맡고 있다.,,,,,,,,My team has three main functions.,우리 팀은 세 가지 주요 기능을 맡고 있다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C08,8,correction,MY 수업 1 · 핵심 교정,My team has three main functions.,우리 팀은 세 가지 주요 기능을 맡고 있다.,,,복잡하게 시작하지 말고 주어+동사로 짧게.,I have a three part.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C09,0,9,We collect sensor data from the equipment.,우리는 장비에서 센서 데이터를 수집한다.,,,,,,,,We collect sensor data from the equipment.,우리는 장비에서 센서 데이터를 수집한다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C09,9,correction,MY 수업 1 · 핵심 교정,We collect sensor data from the equipment.,우리는 장비에서 센서 데이터를 수집한다.,,,sensor data는 그대로 쓰고 collect data로 묶어 외운다.,Every sensor datas we gather.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C10,0,10,My English was much worse than it is now.,그때 내 영어는 지금보다 훨씬 서툴렀다.,,,,,,,,My English was much worse than it is now.,그때 내 영어는 지금보다 훨씬 서툴렀다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C10,10,correction,MY 수업 1 · 핵심 교정,My English was much worse than it is now.,그때 내 영어는 지금보다 훨씬 서툴렀다.,,,비교급은 very worse가 아니라 much worse.,My English skill was very worse than now.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C11,0,11,"Even though my English was limited, I managed to get by in English.",그래도 영어로 어떻게든 의사소통해냈다.,,,,,,,,"Even though my English was limited, I managed to get by in English.",그래도 영어로 어떻게든 의사소통해냈다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C11,11,correction,MY 수업 1 · 핵심 교정,"Even though my English was limited, I managed to get by in English.",그래도 영어로 어떻게든 의사소통해냈다.,,,manage to + 동사 / get by in English,I can cope with this some problem.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_C12,0,12,"Looking back, I'm actually pretty proud of myself.","돌이켜보면, 그때의 내가 꽤 자랑스럽다.",,,,,,,,"Looking back, I'm actually pretty proud of myself.","돌이켜보면, 그때의 내가 꽤 자랑스럽다.",,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_C12,12,correction,MY 수업 1 · 핵심 교정,"Looking back, I'm actually pretty proud of myself.","돌이켜보면, 그때의 내가 꽤 자랑스럽다.",,,OPIC에서도 바로 쓸 수 있는 회고 패턴.,I was proud to of myself.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K01,0,1,I made up my mind to ~,~하기로 마음먹었다.,,,,,,,,I made up my mind to take English seriously.,~하기로 마음먹었다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K01,1,chunk,MY 수업 1 · Native Chunk,I made up my mind to take English seriously.,~하기로 마음먹었다.,,,I made up my mind to ~,~하기로 마음먹었다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K02,0,2,I've been ~ing for ...,...동안 계속 ~하고 있다.,,,,,,,,I've been studying English for over three years.,...동안 계속 ~하고 있다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K02,2,chunk,MY 수업 1 · Native Chunk,I've been studying English for over three years.,...동안 계속 ~하고 있다.,,,I've been ~ing for ...,...동안 계속 ~하고 있다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K03,0,3,I still have a long way to go.,아직 갈 길이 멀다.,,,,,,,,"I've improved a lot, but I still have a long way to go.",아직 갈 길이 멀다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K03,3,chunk,MY 수업 1 · Native Chunk,"I've improved a lot, but I still have a long way to go.",아직 갈 길이 멀다.,,,I still have a long way to go.,아직 갈 길이 멀다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K04,0,4,One of my biggest goals is to ~,가장 큰 목표 중 하나는 ~이다.,,,,,,,,One of my biggest goals is to become fluent in English.,가장 큰 목표 중 하나는 ~이다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K04,4,chunk,MY 수업 1 · Native Chunk,One of my biggest goals is to become fluent in English.,가장 큰 목표 중 하나는 ~이다.,,,One of my biggest goals is to ~,가장 큰 목표 중 하나는 ~이다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K05,0,5,"Looking back, ...","돌이켜보면, ...",,,,,,,,"Looking back, I'm glad I challenged myself.","돌이켜보면, ...",,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K05,5,chunk,MY 수업 1 · Native Chunk,"Looking back, I'm glad I challenged myself.","돌이켜보면, ...",,,"Looking back, ...","돌이켜보면, ...",AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K06,0,6,I managed to ~,어떻게든 ~해냈다.,,,,,,,,I managed to communicate with the engineers.,어떻게든 ~해냈다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K06,6,chunk,MY 수업 1 · Native Chunk,I managed to communicate with the engineers.,어떻게든 ~해냈다.,,,I managed to ~,어떻게든 ~해냈다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K07,0,7,I ended up ~ing.,결국 ~하게 되었다.,,,,,,,,I ended up drinking more than usual.,결국 ~하게 되었다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K07,7,chunk,MY 수업 1 · Native Chunk,I ended up drinking more than usual.,결국 ~하게 되었다.,,,I ended up ~ing.,결국 ~하게 되었다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K08,0,8,I'm familiar with ~,~에 익숙하다.,,,,,,,,I can speak fairly well about topics I'm familiar with.,~에 익숙하다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K08,8,chunk,MY 수업 1 · Native Chunk,I can speak fairly well about topics I'm familiar with.,~에 익숙하다.,,,I'm familiar with ~,~에 익숙하다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K09,0,9,I struggle to ~,~하는 데 어려움을 겪는다.,,,,,,,,I sometimes struggle to express myself.,~하는 데 어려움을 겪는다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K09,9,chunk,MY 수업 1 · Native Chunk,I sometimes struggle to express myself.,~하는 데 어려움을 겪는다.,,,I struggle to ~,~하는 데 어려움을 겪는다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K10,0,10,I tend to ~,나는 ~하는 경향이 있다.,,,,,,,,I tend to translate from Korean in my head.,나는 ~하는 경향이 있다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K10,10,chunk,MY 수업 1 · Native Chunk,I tend to translate from Korean in my head.,나는 ~하는 경향이 있다.,,,I tend to ~,나는 ~하는 경향이 있다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K11,0,11,What I mean is ...,내 말은 ~라는 것이다.,,,,,,,,What I mean is that I need more speaking practice.,내 말은 ~라는 것이다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K11,11,chunk,MY 수업 1 · Native Chunk,What I mean is that I need more speaking practice.,내 말은 ~라는 것이다.,,,What I mean is ...,내 말은 ~라는 것이다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K12,0,12,"In simple terms, ...","쉽게 말하면, ...",,,,,,,,"In simple terms, our job is to detect equipment problems early.","쉽게 말하면, ...",,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K12,12,chunk,MY 수업 1 · Native Chunk,"In simple terms, our job is to detect equipment problems early.","쉽게 말하면, ...",,,"In simple terms, ...","쉽게 말하면, ...",AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K13,0,13,The point is that ...,핵심은 ~이다.,,,,,,,,The point is that I need to use what I already know.,핵심은 ~이다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K13,13,chunk,MY 수업 1 · Native Chunk,The point is that I need to use what I already know.,핵심은 ~이다.,,,The point is that ...,핵심은 ~이다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K14,0,14,That slows me down.,그게 나를 느리게 만든다.,,,,,,,,"I translate from Korean in my head, and that slows me down.",그게 나를 느리게 만든다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K14,14,chunk,MY 수업 1 · Native Chunk,"I translate from Korean in my head, and that slows me down.",그게 나를 느리게 만든다.,,,That slows me down.,그게 나를 느리게 만든다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_K15,0,15,I can't always tell whether ~,~인지 항상 판단할 수 있는 것은 아니다.,,,,,,,,I can't always tell whether my English sounds natural.,~인지 항상 판단할 수 있는 것은 아니다.,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_K15,15,chunk,MY 수업 1 · Native Chunk,I can't always tell whether my English sounds natural.,~인지 항상 판단할 수 있는 것은 아니다.,,,I can't always tell whether ~,~인지 항상 판단할 수 있는 것은 아니다.,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_S01,0,1,Why are you studying English?,집중 말하기,,,,,,,,"English feels like the last big challenge in my life. I've accomplished many things I wanted to do, but becoming fluent in English is still one of my biggest goals. About three years ago, I made up my mind to take English seriously. I've definitely improved, but I still have a long way to go. Ultimately, I want to express myself naturally and confidently without translating everything in my head.",,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_S01,1,speaking,MY 수업 1 · Speaking,"English feels like the last big challenge in my life. I've accomplished many things I wanted to do, but becoming fluent in English is still one of my biggest goals. About three years ago, I made up my mind to take English seriously. I've definitely improved, but I still have a long way to go. Ultimately, I want to express myself naturally and confidently without translating everything in my head.",Why are you studying English?,,,,,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_S02,0,2,Tell me about a time you used English at work.,집중 말하기,,,,,,,,"In 2024, I was part of a TFT working on a project in China. Because of the project, I went on several business trips there and had to communicate with local engineers in English. My English was much worse than it is now, but I still managed to get by. We even went out for dinner together, and I gave a toast in English. Looking back, I'm actually pretty proud of myself because I got the job done even with limited English.",,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_S02,2,speaking,MY 수업 1 · Speaking,"In 2024, I was part of a TFT working on a project in China. Because of the project, I went on several business trips there and had to communicate with local engineers in English. My English was much worse than it is now, but I still managed to get by. We even went out for dinner together, and I gave a toast in English. Looking back, I'm actually pretty proud of myself because I got the job done even with limited English.",Tell me about a time you used English at work.,,,,,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L01_S03,0,3,What does your team do?,집중 말하기,,,,,,,,"I lead an equipment diagnostics technology team at SK hynix. My team has three main functions. First, we manage FDC and monitor sensor data from equipment. Second, we work on tool-to-tool matching to maintain consistent performance across tools. Third, we diagnose equipment problems and try to identify the root cause. In simple terms, our job is to detect equipment problems early and keep the manufacturing process stable.",,,,,,,,,,,,,,,,,MY_CLASS_L01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L01_S03,3,speaking,MY 수업 1 · Speaking,"I lead an equipment diagnostics technology team at SK hynix. My team has three main functions. First, we manage FDC and monitor sensor data from equipment. Second, we work on tool-to-tool matching to maintain consistent performance across tools. Third, we diagnose equipment problems and try to identify the root cause. In simple terms, our job is to detect equipment problems early and keep the manufacturing process stable.",What does your team do?,,,,,AL,TRUE,,,,,,,,,
MY_CLASS,MC_L02_C01,0,1,"These days, I usually go out for drinks about twice a week.",요즘은 일주일에 두 번 정도 술자리를 갖는다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,"These days, I usually go out for drinks about twice a week.",요즘은 일주일에 두 번 정도 술자리를 갖는다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C01,1,correction,Lesson 2 correction,"These days, I usually go out for drinks about twice a week.",요즘은 일주일에 두 번 정도 술자리를 갖는다.,,,빈도 사실에는 I think가 필요 없다. go out for drinks를 통째로 익힌다.,술자리를 갖다,AL,1,,,,,,,,,go out for drinks
MY_CLASS,MC_L02_C02,0,2,"If my boss doesn't have dinner plans, we often end up having dinner together.",상사에게 저녁 약속이 없으면 우리는 종종 함께 저녁을 먹게 된다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,"If my boss doesn't have dinner plans, we often end up having dinner together.",상사에게 저녁 약속이 없으면 우리는 종종 함께 저녁을 먹게 된다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C02,2,correction,Lesson 2 correction,"If my boss doesn't have dinner plans, we often end up having dinner together.",상사에게 저녁 약속이 없으면 우리는 종종 함께 저녁을 먹게 된다.,,,한 문장에 주어를 중복하지 않는다. end up ~ing를 재활용한다.,결국 ~하게 되다,AL,1,,,,,,,,,end up ~ing
MY_CLASS,MC_L02_C03,0,3,I'm basically a social drinker.,나는 기본적으로 사교적인 자리에서만 술을 마시는 사람이다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,I'm basically a social drinker.,나는 기본적으로 사교적인 자리에서만 술을 마시는 사람이다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C03,3,correction,Lesson 2 correction,I'm basically a social drinker.,나는 기본적으로 사교적인 자리에서만 술을 마시는 사람이다.,,,social drinker는 이번 수업에서 선생님이 직접 알려준 핵심 표현.,사교적인 자리에서만 술을 마시는 사람,AL,1,,,,,,,,,social drinker
MY_CLASS,MC_L02_C04,0,4,I rarely drink unless it's work-related.,나는 업무와 관련된 자리가 아니면 거의 술을 마시지 않는다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,I rarely drink unless it's work-related.,나는 업무와 관련된 자리가 아니면 거의 술을 마시지 않는다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C04,4,correction,Lesson 2 correction,I rarely drink unless it's work-related.,나는 업무와 관련된 자리가 아니면 거의 술을 마시지 않는다.,,,unless it's work-related = 업무 관련이 아니라면.,나는 업무와 관련된 자리가 아니면 거의 술을 마시지 않는다.,AL,1,,,,,,,,,
MY_CLASS,MC_L02_C05,0,5,I quit drinking coffee cold turkey over 30 years ago.,나는 30년도 더 전에 커피를 단번에 끊었다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,I quit drinking coffee cold turkey over 30 years ago.,나는 30년도 더 전에 커피를 단번에 끊었다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C05,5,correction,Lesson 2 correction,I quit drinking coffee cold turkey over 30 years ago.,나는 30년도 더 전에 커피를 단번에 끊었다.,,,"과거의 끊은 시점은 quit, 단번에 끊다는 cold turkey.",~을 단번에 끊다,AL,1,,,,,,,,,quit ~ cold turkey
MY_CLASS,MC_L02_C06,0,6,I haven't had any coffee since then.,그 이후로 커피를 한 번도 마시지 않았다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,I haven't had any coffee since then.,그 이후로 커피를 한 번도 마시지 않았다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C06,6,correction,Lesson 2 correction,I haven't had any coffee since then.,그 이후로 커피를 한 번도 마시지 않았다.,,,과거부터 지금까지 계속이면 현재완료 + since then.,그 이후로 계속 ~하지 않았다,AL,1,,,,,,,,,haven't ~ since then
MY_CLASS,MC_L02_C07,0,7,My main goal is to be able to lead meetings confidently in English.,내 주된 목표는 영어로 회의를 자신 있게 진행할 수 있게 되는 것이다.,,,MY CLASS 02,8월 13일 영어수업 핵심 교정,100,Focus,,My main goal is to be able to lead meetings confidently in English.,내 주된 목표는 영어로 회의를 자신 있게 진행할 수 있게 되는 것이다.,,,,,,,,,,,,,,,,MY_CLASS_02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MY_CLASS,MC_L02_C07,7,correction,Lesson 2 correction,My main goal is to be able to lead meetings confidently in English.,내 주된 목표는 영어로 회의를 자신 있게 진행할 수 있게 되는 것이다.,,,업무 회의는 host보다 lead / run / facilitate가 자연스럽다.,회의를 자신 있게 진행하다,AL,1,,,,,,,,,lead meetings confidently
